type,file,line,issue,severity,fix
unhandled-promise,src/utils/customerSuccessManager.ts,507,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,521,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,526,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,532,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,546,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,552,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,566,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,581,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,587,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,643,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/customerSuccessManager.ts,675,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,301,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,344,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,357,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,386,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,406,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,417,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,425,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,532,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,550,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,568,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,616,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,624,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,750,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,759,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,777,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/dataPersistenceLayer.ts,799,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/desktopApplicationManager.ts,382,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/desktopApplicationManager.ts,415,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/desktopApplicationManager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,211,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,258,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,289,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,313,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,329,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,334,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,370,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,380,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,394,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,425,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,446,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,474,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,560,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,577,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,627,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,643,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,661,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,667,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,673,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,712,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,877,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,888,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,911,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,946,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,989,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/documentationDeploymentManager.ts,1009,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,274,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,286,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,417,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,452,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,475,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,493,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,498,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,503,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,508,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,514,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,519,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,530,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,535,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,546,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,570,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,581,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,600,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,611,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,617,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,637,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,643,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,661,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,675,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,681,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,695,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,701,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,749,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseAdminDashboardManager.ts,773,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseComplianceGovernanceManager.ts,348,Async function call without await,Medium,Add await or handle promise rejection
unhandled-fetch,src/utils/enterpriseFeatures.ts,245,Fetch call without error handling,Medium,Add try/catch or .catch() handler
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,223,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,235,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,262,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,273,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,289,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,294,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,299,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,304,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,310,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,323,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,328,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,333,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,406,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,460,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,465,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,470,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,476,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,492,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,516,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,521,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,527,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,559,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,574,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,602,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,658,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,745,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationHubManager.ts,765,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,215,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,253,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,291,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,313,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,323,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,328,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,366,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,398,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,414,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,435,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,470,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,517,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,533,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,549,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,559,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,565,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,571,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,670,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,703,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,710,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,757,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseIntegrationManager.ts,777,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,210,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,248,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,283,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,302,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,307,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,312,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,335,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,353,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,396,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,402,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,413,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,442,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,476,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,491,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,502,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,512,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,535,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,550,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,566,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,571,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,643,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,673,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,691,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,711,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,717,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,815,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,854,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,920,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSSOSystemManager.ts,940,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,140,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,152,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,168,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,183,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,197,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,202,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,207,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,214,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,222,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,236,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,254,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,259,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,264,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,270,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,284,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,295,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,317,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,360,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,366,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,380,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,391,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,408,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,413,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,418,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,424,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,438,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,449,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,454,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,460,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,474,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,485,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,491,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,536,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,545,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,575,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,608,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,630,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,650,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,674,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSalesAccelerationManager.ts,694,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,394,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,406,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,435,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,441,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,455,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,460,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,466,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,481,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,496,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,502,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,515,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,521,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,534,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,540,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,554,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,559,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,565,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,579,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,585,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,598,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,603,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,609,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,622,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,628,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,695,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSecurityManager.ts,733,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,421,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,454,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,498,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,547,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,561,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/enterpriseSystemIntegrationsManager.ts,571,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/eventBus.ts,66,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/eventBus.ts,122,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/eventBus.ts,232,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/eventBus.ts,254,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/eventBus.ts,318,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalConfig.ts,504,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalConfig.ts,512,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalConfig.ts,609,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalConfig.ts,635,Async function call without await,Medium,Add await or handle promise rejection
unhandled-fetch,src/utils/globalConfig.ts,637,Fetch call without error handling,Medium,Add try/catch or .catch() handler
unhandled-promise,src/utils/globalConfig.ts,656,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,107,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,116,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,233,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,309,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,356,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,448,Async function call without await,Medium,Add await or handle promise rejection
